Raman Shift (cm-1),E10_a,E50_a,EM2_b,Ethanol,EM3_a,EM6_b,EM4_a,EM3_b,EM1_b,E70_a,Methanol,EM1_a,E40_a,EM2_a,E80_a,E30_a,EM8_b,E5_a,E90_a,EM6_a,EM9_a,EM4_b,EM9_b,EM5_a,EMX,EMX_b
1845.8,-14.483,-55.25,329.244,435.68,638.256,413.978,535.244,386.111,109.278,-5.383,412.654,335.022,8.85,648.856,33.995,-17.55,581.844,26.583,-22.117,808.611,915.944,331.978,490.211,588.778,1066.911,922.878
1856.9,21.217,-12.55,295.828,441.66,627.833,394.261,530.111,363.761,106.961,42.117,375.575,342.767,-0.583,636.467,35.135,-52.783,598.261,54.05,-15.25,789.311,928.878,346.928,507.661,615.344,1082.711,949.528
1867.9,5.775,-13.358,287.606,460.37,696.211,358.239,532.144,353.872,82.706,44.508,305.887,364.378,51.442,709.511,48.338,-37.358,572.906,82.242,17.875,768.844,968.544,357.539,539.472,587.444,1064.311,911.239
1879.0,-5.75,-15.217,311.106,419.96,516.878,381.706,518.4,392.072,72.906,-21.017,327.352,301.078,35.45,575.211,42.752,-71.483,523.172,14.183,-4.917,689.5,925.667,343.272,503.372,541.767,1063.933,893.106
1890.0,-19.0,-33.7,298.178,423.631,560.844,353.711,506.722,360.678,120.711,-9.433,320.139,287.378,33.1,571.878,46.153,-38.067,549.411,40.967,31.1,686.356,851.556,352.878,457.544,541.856,968.056,881.011
1901.1,-27.925,-54.425,290.133,431.985,570.378,348.8,498.544,350.967,116.2,-13.192,300.402,292.478,25.775,551.644,40.891,-52.725,511.733,10.442,30.042,740.811,835.411,324.533,426.867,547.711,945.844,859.767
1912.1,-29.858,-30.892,258.767,396.509,540.589,341.867,439.733,347.0,79.667,-30.692,306.566,274.289,10.008,574.656,34.644,-64.892,538.567,-0.358,28.808,634.333,788.067,309.267,457.167,446.567,858.767,835.733
1923.0,-45.608,-2.975,254.95,394.83,541.511,343.717,408.367,326.383,31.65,4.158,288.723,240.844,27.758,537.478,44.446,-35.175,532.283,12.258,32.558,684.467,811.1,278.983,425.05,474.833,957.267,800.917
1934.0,-34.675,-38.542,273.461,409.325,559.544,323.894,437.633,315.228,99.228,-18.442,265.251,308.578,-10.542,547.578,47.412,-18.875,565.094,31.725,6.992,654.5,842.933,260.728,440.561,492.9,950.333,841.394
1945.0,-13.617,-49.55,218.894,363.127,567.0,320.228,434.033,317.094,81.694,12.883,280.89,249.133,-6.283,595.3,29.245,-17.517,499.394,44.317,7.45,625.5,788.6,260.694,364.328,519.033,895.1,775.161
1955.9,-5.467,-27.967,248.728,360.13,510.044,328.194,416.9,286.461,49.661,3.733,241.252,247.678,17.7,526.044,29.203,-26.067,466.494,14.333,24.7,654.433,812.833,236.828,379.661,506.067,933.467,764.594
1966.8,-31.783,-44.417,231.228,358.945,461.467,303.994,381.156,311.594,11.661,-3.917,281.783,213.733,15.75,469.0,40.268,-49.85,505.094,18.383,-37.05,564.456,734.622,253.361,391.861,417.122,775.022,772.428
1977.7,-12.842,-15.875,218.217,393.62,477.556,277.583,386.589,287.65,66.15,-2.075,273.535,244.889,-14.275,457.889,30.316,-30.008,459.15,40.025,-7.508,578.222,771.122,250.583,367.183,437.656,850.956,750.083
1988.6,-35.575,-6.542,230.95,378.021,468.8,292.617,377.111,281.083,40.883,-13.475,269.593,217.133,7.625,454.967,42.209,-29.642,455.517,36.692,-1.808,556.044,737.678,192.717,362.017,469.878,868.778,721.117
1999.4,13.542,-46.158,202.144,375.04,450.678,274.011,344.356,267.011,62.078,28.808,250.343,227.944,-8.325,507.478,46.574,-19.858,397.478,37.075,-20.825,610.189,751.222,284.144,339.878,433.056,874.022,733.611
2010.3,-9.392,-10.358,203.094,386.27,445.222,261.661,363.489,260.794,52.628,-13.225,244.068,221.756,-21.858,467.289,28.124,-52.692,456.594,44.042,-38.492,595.722,742.956,210.061,332.728,453.422,836.489,694.328
2021.1,-69.233,-40.967,240.561,400.299,486.189,261.594,375.644,290.561,15.728,15.533,228.534,226.556,12.4,464.089,20.907,-23.533,465.894,39.1,-55.6,574.678,738.311,216.261,369.828,446.278,803.678,698.528
2031.9,-6.925,-29.425,176.622,369.853,441.156,282.156,376.056,264.889,21.222,-10.725,265.468,217.189,43.742,487.856,31.631,-17.625,446.556,36.908,2.475,595.522,746.822,242.856,347.222,425.889,827.322,673.989
2042.7,-27.358,-31.425,187.183,365.653,439.6,290.383,359.9,283.317,36.683,-34.092,291.504,217.733,13.342,462.967,38.827,-66.258,425.683,12.875,-13.925,571.933,694.233,192.883,361.683,394.633,774.1,687.317
2053.5,-12.9,-45.333,194.7,358.53,418.911,258.6,357.833,253.467,27.433,-9.5,279.967,200.878,10.333,427.578,20.187,-44.633,411.233,25.7,-20.9,553.667,673.333,231.667,346.867,406.2,749.633,657.6
2064.2,-34.808,-24.708,183.378,381.265,471.1,237.078,370.789,271.311,78.378,6.325,227.215,249.367,-10.408,464.0,37.006,-4.375,412.911,46.792,15.292,598.522,750.156,199.911,344.744,405.356,844.189,702.778
2075.0,6.958,-24.642,233.544,354.71,454.4,240.078,368.778,255.744,56.111,15.658,249.952,211.6,19.258,428.833,29.033,-53.575,398.544,9.958,12.558,532.911,697.344,227.311,324.778,416.078,812.411,683.211
2085.7,-43.95,-68.883,199.411,354.976,392.144,252.544,377.522,244.611,16.611,-18.217,293.761,174.044,-8.917,430.578,30.712,-44.15,390.378,-3.417,-11.583,528.356,653.756,213.544,335.644,387.389,731.789,633.178
2096.4,-28.067,-2.167,179.122,372.72,391.456,220.822,386.922,224.256,29.189,6.967,252.574,251.389,-7.7,443.589,28.09,-37.3,392.156,-11.1,6.3,515.289,672.756,220.422,304.889,370.556,769.656,652.856
2107.1,-51.567,-46.533,165.1,347.188,387.478,232.733,342.089,226.2,52.067,-12.2,246.413,215.244,-1.867,417.844,37.757,-35.4,396.433,14.967,-24.033,481.256,637.222,174.133,317.167,366.722,748.222,592.6
2117.7,25.683,-33.617,195.15,370.66,422.444,224.083,315.2,236.183,42.717,28.317,259.883,196.944,-2.25,472.311,35.892,-49.85,341.617,45.083,-19.05,495.067,682.367,212.717,307.783,375.367,735.267,598.85
2128.4,-5.9,-8.433,170.872,361.172,464.633,202.239,319.478,241.639,56.006,9.5,193.909,217.033,-9.867,449.967,38.383,37.167,364.072,50.9,38.467,516.978,711.411,219.939,319.272,405.911,796.478,612.472
2139.0,-18.283,-1.983,204.85,363.795,402.922,189.217,334.089,267.283,41.883,11.917,245.508,195.189,-14.717,403.022,58.355,43.917,389.883,7.817,9.317,486.456,637.756,246.917,344.317,366.422,676.089,607.45
2149.6,-33.308,-31.608,184.028,366.578,359.533,235.194,311.556,237.694,39.261,-21.142,245.543,184.433,0.358,380.8,42.779,-27.275,392.161,16.658,-32.275,512.589,631.822,195.628,300.294,397.489,695.656,558.594
2160.2,-43.908,-39.775,174.006,353.802,360.178,229.906,302.711,227.672,35.439,-2.642,268.638,217.311,4.425,401.978,38.236,-36.275,364.039,-22.075,-1.308,461.578,591.144,196.672,273.806,320.778,615.411,567.872
2170.8,-24.95,-47.983,203.094,358.816,389.833,202.394,295.711,217.961,73.128,-34.783,240.183,215.233,9.417,434.0,25.022,-10.15,370.461,21.35,-22.783,493.111,622.811,169.228,319.394,336.811,685.178,580.994
2181.4,-46.892,-10.992,165.361,344.945,356.278,207.794,291.033,228.128,33.861,2.575,239.435,187.244,-2.425,400.644,28.168,-42.158,340.928,39.675,-26.758,427.833,583.0,201.194,283.394,312.8,640.867,562.194
2191.9,-29.975,-44.575,184.256,347.803,378.867,213.089,292.978,244.422,7.689,-31.608,235.883,176.5,-5.842,356.9,33.033,-44.542,334.356,47.158,3.225,438.211,609.644,154.256,294.422,353.211,701.311,540.889
2202.4,-10.742,-15.375,144.033,343.43,359.967,189.033,328.411,198.167,-0.233,3.758,10.472,201.2,-0.075,386.667,42.812,-19.608,338.667,-2.375,-4.408,490.911,613.044,165.967,270.7,360.444,674.444,544.167
2212.9,-8.525,-21.758,175.667,355.884,402.133,244.433,310.933,207.967,45.333,-14.658,216.844,209.2,9.508,427.9,21.948,-29.325,367.1,43.542,-16.992,480.167,607.167,182.033,291.667,364.067,692.367,593.333
2223.4,10.625,-22.242,185.133,335.958,398.067,189.333,268.011,219.667,34.667,5.125,219.76,171.233,-17.008,378.633,55.239,-26.375,344.533,35.758,24.892,465.478,617.911,166.2,286.533,325.744,595.178,531.233
2233.9,-0.908,-17.375,229.383,328.518,332.767,221.55,288.089,211.15,65.217,0.092,245.842,166.833,27.425,371.967,42.569,-27.375,362.517,10.858,-33.075,425.289,567.622,212.917,288.883,318.489,631.556,542.717
2244.4,-9.933,-61.067,183.711,341.203,357.556,196.511,262.811,227.444,53.578,-0.333,226.126,173.489,-4.9,354.889,28.41,-16.0,293.211,-11.1,19.233,408.411,536.078,186.378,263.444,360.078,626.244,498.811
2254.8,6.158,-24.942,154.478,355.36,409.122,189.444,302.644,202.144,51.778,37.492,242.882,174.822,6.792,377.389,38.852,18.125,327.578,19.358,35.825,466.211,594.344,184.811,256.344,341.311,652.011,525.344
2265.2,19.917,-24.35,188.067,357.72,371.9,193.867,276.522,202.2,22.467,21.917,239.924,187.0,37.517,382.0,36.422,-23.717,287.667,18.017,-6.85,471.556,539.289,221.367,221.467,351.256,629.522,498.167
2275.6,-38.767,-38.333,170.444,333.967,369.111,166.344,226.922,205.011,0.078,-24.067,249.724,167.111,-10.467,335.144,33.023,-19.167,323.911,33.633,18.567,398.589,500.856,133.511,255.511,281.322,578.922,516.811
2286.0,-30.0,-1.1,126.439,336.948,274.656,177.439,268.456,203.206,42.806,-18.833,225.849,176.122,-4.0,303.422,42.527,-19.233,328.572,28.933,-41.967,400.056,496.222,163.372,269.072,298.989,637.556,508.706
2296.4,-32.317,-32.917,90.2,315.495,361.811,159.433,251.556,153.267,22.8,1.55,238.445,168.978,16.683,365.278,26.318,11.55,284.467,1.917,-7.483,394.289,501.622,156.033,236.767,287.756,561.422,453.833
2306.8,-15.367,-20.833,150.106,343.994,307.067,162.706,241.789,186.039,39.039,23.533,258.801,163.067,12.233,303.733,31.13,-16.2,269.739,3.333,-6.6,370.422,462.289,149.239,239.106,249.222,514.622,466.839
2317.1,15.85,-52.25,142.844,337.343,342.678,196.278,277.222,192.278,39.378,8.117,219.464,172.478,19.783,337.511,43.082,-7.55,277.078,46.783,13.95,394.556,566.889,152.478,219.778,314.789,601.889,488.844
2327.4,13.692,-27.508,155.267,356.235,359.6,178.133,271.822,179.4,36.2,27.725,232.294,179.2,18.192,344.433,37.352,6.158,275.167,14.058,13.292,411.256,474.956,149.567,226.0,306.022,571.222,392.733
2337.7,-14.025,-9.592,152.889,341.279,319.522,170.322,209.556,188.856,74.089,-16.225,239.275,165.756,25.108,324.789,47.601,-3.858,254.756,4.575,-2.225,335.189,457.256,135.289,224.389,262.222,510.056,452.856
2348.0,-5.517,-32.683,120.35,360.343,367.5,187.817,214.078,149.05,28.65,-23.95,231.356,192.767,24.183,388.0,43.625,11.083,264.85,41.617,6.517,425.644,500.411,145.65,175.15,289.311,575.811,422.55
2358.3,8.65,-19.117,127.106,362.668,339.422,183.439,257.889,162.872,27.306,4.083,266.227,185.356,13.917,335.889,44.568,-14.717,255.672,47.55,37.183,404.489,504.522,148.406,264.339,343.156,589.089,428.106
2368.6,-18.2,-14.467,143.039,349.517,340.089,148.772,235.489,138.439,32.972,3.967,225.479,174.322,1.333,357.956,50.417,-13.633,267.472,36.633,19.0,450.356,471.822,177.739,258.772,303.922,500.356,382.672
2378.8,-34.408,-35.342,150.922,362.725,325.067,157.022,247.422,165.356,54.922,-33.075,233.99,169.2,-3.808,371.2,49.826,1.025,298.322,4.958,-19.108,402.522,487.322,142.289,241.156,278.122,551.456,415.322
2389.0,-21.208,8.925,154.944,349.05,286.3,171.811,212.078,156.178,52.578,-11.942,285.759,144.233,-2.775,282.967,36.179,-39.375,244.244,8.292,4.558,339.911,399.378,142.411,222.811,251.578,489.444,434.878
2399.2,-10.983,-10.583,147.389,332.592,311.8,162.589,237.511,168.622,49.922,0.917,247.316,160.067,-6.25,325.467,25.782,21.15,242.656,22.75,0.85,372.344,458.611,159.189,232.556,254.678,544.178,412.089
2409.4,-16.9,-18.967,169.656,335.056,293.5,178.389,232.3,164.756,0.256,6.8,263.539,152.033,12.833,294.067,38.563,-4.667,261.489,-18.033,18.067,333.2,423.8,163.422,197.689,271.333,464.833,381.522
2419.6,-9.6,-18.333,127.906,342.872,293.067,172.506,244.578,192.806,82.372,2.433,232.862,166.033,11.4,283.633,52.51,-7.8,261.772,35.033,27.333,375.011,410.544,160.972,256.139,295.611,488.144,430.006
2429.8,13.458,-8.142,164.206,370.853,361.178,154.706,279.767,173.806,56.172,27.125,215.298,173.878,41.625,296.644,43.216,-13.675,282.472,61.992,11.625,390.6,501.767,177.139,229.706,295.633,557.533,392.772
2439.9,3.533,1.733,149.75,355.432,375.233,151.217,255.033,162.75,45.583,13.667,202.227,225.733,4.367,341.7,40.217,26.0,281.15,14.167,57.667,373.733,508.967,143.483,239.183,271.2,553.033,368.983
2450.0,18.683,16.017,146.044,319.809,295.067,161.611,223.9,167.211,40.678,20.617,240.58,154.867,28.383,273.2,30.882,7.583,274.011,14.817,72.15,318.6,403.8,141.711,219.544,222.133,449.0,403.911
2460.1,9.1,23.067,124.372,350.425,258.889,144.206,210.744,176.072,30.272,8.867,214.871,135.456,12.7,267.789,45.037,-7.9,225.139,0.233,54.133,310.244,367.378,150.106,221.672,238.311,504.244,364.506
2470.2,-17.642,-10.475,81.944,305.407,306.444,139.311,250.856,159.511,37.011,-5.842,220.118,151.644,32.958,298.678,23.986,-14.508,237.144,49.325,13.725,363.556,440.689,139.511,229.478,251.522,495.389,354.511
2480.3,-28.667,5.7,116.733,317.125,327.5,175.967,214.211,149.8,26.567,0.633,226.351,164.033,13.333,319.8,42.74,-6.5,239.833,51.733,25.733,327.978,420.411,135.533,233.6,269.744,491.344,353.7
2490.4,15.775,-16.158,131.172,316.045,301.889,122.672,252.1,162.272,22.539,20.308,199.089,166.656,49.242,297.722,31.308,-13.192,179.706,43.242,53.108,340.133,465.467,117.539,160.739,304.833,494.567,338.006
2500.4,-0.9,-26.2,92.4,319.17,259.089,157.567,190.867,135.633,27.3,-18.733,230.903,140.156,-29.767,248.922,39.087,0.9,201.7,-23.0,8.2,286.267,369.4,101.333,208.0,210.4,427.567,344.0
2510.4,26.842,13.308,136.75,367.105,308.933,155.117,215.633,148.383,69.35,-13.792,207.928,141.833,63.408,290.967,48.414,-36.425,237.45,26.242,53.808,319.6,452.767,136.883,203.583,232.3,448.833,360.817
2520.5,-13.417,-8.75,97.822,313.788,272.222,106.322,198.589,144.289,0.622,35.517,215.641,160.089,31.517,268.122,48.838,20.617,234.756,35.45,51.983,271.556,397.422,86.956,141.722,219.122,463.722,311.422
2530.5,-45.8,-4.9,118.983,319.766,260.0,120.083,185.667,114.217,23.217,-4.0,207.869,170.867,8.233,274.367,44.773,8.7,184.817,24.767,40.9,269.833,333.967,103.45,171.317,209.233,419.567,318.017
2540.4,-22.817,-22.483,128.172,325.431,244.0,136.339,166.944,144.772,43.072,-4.917,241.387,121.4,-3.283,260.333,35.628,-26.317,162.939,26.383,6.25,264.878,336.111,94.739,174.006,228.578,409.644,336.106
2550.4,-19.458,-35.058,114.622,315.71,268.056,170.989,204.378,146.422,39.422,-11.692,213.625,143.956,10.975,268.022,52.468,-21.125,200.722,31.742,-21.758,297.611,351.578,158.622,173.856,190.711,400.578,329.789
2560.4,1.342,-3.825,95.028,284.995,224.011,111.461,172.5,138.461,43.894,6.375,247.095,106.111,12.275,216.478,45.244,3.875,224.928,5.908,32.708,251.567,310.7,136.561,170.994,188.667,339.167,306.061
2570.3,-49.4,-27.133,129.472,306.943,227.0,140.306,198.922,132.472,45.039,2.3,214.811,116.067,-16.567,236.6,40.387,-40.0,214.472,-19.4,15.267,298.622,367.856,113.206,181.072,173.056,419.589,320.406
2580.2,-6.442,-18.808,114.583,324.29,282.089,131.317,169.178,136.55,57.85,27.958,204.868,136.356,-1.875,243.256,34.676,-41.342,210.317,28.758,39.958,258.811,313.944,115.583,151.15,257.444,395.644,310.25
2590.1,17.258,27.158,136.783,321.239,251.722,124.75,136.533,127.217,37.983,30.425,231.314,119.389,6.525,215.989,42.519,-2.608,199.683,30.825,38.925,247.167,330.7,92.15,138.683,191.1,362.7,299.183
2600.0,-6.775,10.525,108.894,303.652,285.722,168.328,189.078,147.361,45.394,-1.075,211.106,118.522,-42.475,287.089,39.886,-30.475,205.594,30.458,-29.108,313.944,410.044,122.094,193.794,241.344,463.378,297.094
2609.9,-4.608,21.692,85.75,335.529,326.278,121.55,195.944,160.683,56.183,15.558,184.947,150.944,33.892,270.078,42.523,-16.408,170.95,3.058,89.358,334.978,437.078,113.583,145.717,241.911,474.044,304.683
2619.7,6.283,26.883,100.828,311.262,313.622,119.894,245.889,150.461,32.228,34.55,196.069,163.056,29.95,262.356,42.945,-0.75,200.528,41.05,49.45,304.656,402.656,112.528,177.861,262.022,485.156,279.561
2629.6,9.992,-3.008,109.722,303.849,253.189,135.222,152.7,145.189,64.056,7.158,232.159,147.522,27.458,249.356,50.239,17.325,194.889,14.025,31.658,274.3,333.5,118.856,202.389,237.167,382.2,316.122
2639.4,3.092,31.692,115.917,292.185,261.278,124.85,182.122,141.45,60.483,1.392,184.976,145.711,13.325,257.644,33.506,11.858,205.017,-17.975,28.725,261.589,372.922,128.85,153.95,229.456,383.789,279.417
2649.2,31.942,7.942,123.55,302.205,301.311,179.917,198.367,161.783,92.45,35.175,219.663,156.078,42.575,266.244,32.264,42.008,207.483,49.008,25.942,315.033,338.267,162.283,187.483,195.333,409.733,292.55
2659.0,25.65,11.05,130.861,321.151,313.756,131.394,213.889,182.094,85.161,18.883,166.629,140.922,40.617,279.722,38.502,66.883,144.161,95.35,36.083,348.222,457.256,99.894,140.128,245.156,496.022,304.761
2668.8,-13.883,29.05,118.472,289.214,239.844,170.706,216.322,185.472,70.039,46.683,197.001,132.544,24.883,258.344,43.442,-12.117,196.306,55.483,44.717,269.589,362.122,113.006,192.339,250.122,402.522,308.239
2678.6,79.108,55.142,112.144,308.455,339.6,123.878,231.444,114.311,60.211,34.808,199.901,163.6,79.742,289.433,45.567,69.375,161.311,63.842,55.708,277.844,383.811,119.144,225.878,261.211,418.978,254.978
2688.3,9.475,-5.825,127.483,285.638,252.611,135.05,174.6,177.85,44.917,38.208,232.107,156.578,41.975,268.911,40.381,26.408,205.55,11.942,73.575,303.267,306.433,160.05,206.45,203.233,349.867,281.35
2698.0,23.917,66.35,146.911,325.09,335.922,151.711,277.622,176.744,111.978,50.683,190.287,178.922,64.217,303.689,38.685,78.583,228.311,35.45,115.183,345.822,414.122,174.244,197.478,263.789,406.589,282.478
2707.8,-14.575,50.325,129.144,328.003,311.356,120.811,223.956,151.278,90.011,19.992,198.142,200.422,21.625,284.556,28.026,19.925,222.111,13.625,92.258,321.222,395.956,161.778,196.144,291.856,424.922,303.444
2717.5,7.042,-16.625,111.133,306.266,276.044,114.2,279.167,125.867,75.833,-20.125,217.941,219.778,83.242,310.911,51.684,43.708,177.967,-40.692,86.108,347.667,342.8,172.233,157.2,261.833,436.267,310.233
2727.1,39.858,84.358,146.55,343.75,367.544,148.683,256.4,159.183,65.317,52.258,152.363,206.044,79.758,315.078,54.496,16.692,195.083,29.392,99.225,359.267,431.467,98.817,231.717,262.533,493.133,259.65
2736.8,29.292,50.492,162.583,343.14,377.289,182.45,228.222,173.817,107.083,50.692,151.867,192.456,56.758,327.956,30.806,46.092,206.117,30.292,112.025,340.289,433.556,157.35,218.983,264.756,449.556,235.417
2746.5,46.0,20.267,153.228,296.84,317.8,156.894,238.333,154.761,64.761,35.3,176.1,215.6,40.633,325.067,46.497,70.3,217.961,17.267,69.667,318.567,399.1,150.761,180.628,250.967,433.667,275.194
2756.1,13.542,27.675,160.7,298.34,297.067,124.233,233.733,147.667,117.0,20.208,184.54,181.967,46.908,284.3,48.954,37.308,206.967,4.342,104.508,319.9,343.633,157.467,216.767,251.567,425.167,273.567
2765.8,45.625,-2.975,154.367,295.415,273.167,149.433,205.211,172.633,143.9,42.258,175.752,179.6,37.125,292.633,36.303,20.792,232.267,34.358,86.858,316.278,369.578,173.833,181.3,245.611,402.211,316.867
2775.4,15.625,77.958,159.756,310.338,331.722,167.022,221.611,154.156,117.589,33.525,172.625,182.289,52.525,319.556,56.306,50.858,213.356,3.892,117.758,338.644,429.778,142.289,227.922,278.011,508.844,292.289
2785.0,58.283,62.35,153.944,317.985,307.711,136.478,212.778,167.011,141.144,47.55,163.702,149.044,50.983,286.378,47.698,50.45,212.711,37.817,75.883,316.878,382.944,139.511,213.978,242.878,451.144,266.278
2794.5,38.233,59.867,164.083,301.937,332.033,127.117,238.067,176.85,89.95,61.2,179.226,158.067,39.967,310.833,33.863,73.067,176.583,59.3,108.467,302.533,383.433,140.883,164.217,263.667,440.067,279.25
2804.1,-18.45,-12.983,119.389,302.89,357.378,124.856,214.967,148.789,72.389,50.55,160.207,204.744,85.617,325.578,47.512,34.283,178.122,29.883,139.117,304.733,359.0,143.022,196.856,242.233,439.0,318.489
2813.7,-19.408,32.292,154.589,304.845,306.656,139.522,233.422,160.656,81.256,55.925,179.188,177.256,36.125,297.356,46.229,28.225,165.756,32.958,101.325,302.122,372.189,170.322,159.289,288.689,475.322,253.056
2823.2,8.667,28.333,148.5,303.475,287.189,134.5,222.811,170.733,129.0,45.5,193.472,218.989,37.333,289.756,43.25,37.633,214.767,39.267,142.633,295.611,298.111,140.2,169.567,214.511,371.178,270.767
2832.7,9.375,68.875,155.4,336.647,375.167,132.9,236.489,161.4,110.8,74.875,186.839,219.933,63.375,353.5,47.008,37.942,158.0,11.042,190.675,317.022,335.089,131.933,152.667,236.789,421.056,258.667
2842.2,15.95,127.717,161.217,388.937,410.756,205.95,296.533,203.083,203.45,71.483,179.924,243.422,94.183,403.289,47.485,34.183,203.083,34.75,229.417,338.267,368.633,174.55,151.05,310.067,464.8,280.417
2851.7,5.783,71.283,251.589,414.87,437.222,173.322,310.244,293.922,260.789,90.317,203.407,333.522,84.383,461.056,49.138,39.883,196.489,22.383,338.85,370.211,306.044,250.222,174.989,310.811,464.544,297.289
2861.2,4.275,125.475,318.433,571.183,559.244,223.933,426.656,357.167,306.133,146.975,205.319,518.978,121.575,625.444,48.354,82.042,229.467,27.975,429.842,448.089,364.589,302.333,185.067,391.489,596.222,377.833
2870.7,25.392,178.525,388.028,667.004,642.856,230.194,505.856,381.661,404.794,189.925,179.141,580.022,198.225,747.789,64.276,98.158,247.294,51.992,594.625,523.856,428.889,335.528,218.828,460.322,730.889,418.328
2880.1,35.792,186.658,339.678,638.432,591.589,250.044,496.444,422.011,390.144,232.992,204.99,498.722,219.658,665.722,81.273,154.058,285.078,40.492,536.225,485.844,416.378,312.011,246.978,476.978,717.378,482.544
2889.6,73.117,240.55,439.15,505.343,654.556,381.517,559.722,491.217,392.183,186.317,103.764,421.589,220.583,661.922,66.358,189.05,376.783,12.85,411.317,608.122,619.989,448.35,343.35,463.056,794.222,525.717
2899.0,25.342,167.575,320.989,552.186,546.278,249.689,456.422,357.656,330.389,182.975,250.79,440.678,171.275,563.078,73.477,142.375,256.889,22.975,455.675,448.356,382.756,295.456,242.156,446.522,556.089,371.089
2908.4,18.367,191.067,338.783,561.163,575.167,239.75,422.856,370.55,358.283,184.7,251.557,466.2,203.833,595.967,83.28,145.067,299.75,15.133,483.033,466.722,428.622,316.917,276.017,401.756,597.822,441.183
2917.8,46.25,167.117,292.833,499.722,544.511,243.233,428.4,334.067,293.9,191.05,293.787,377.911,136.75,549.811,57.965,86.817,252.5,24.917,413.95,453.133,453.967,281.333,296.367,426.667,562.967,368.033
2927.2,55.4,171.433,262.728,500.195,573.656,283.694,421.633,304.628,239.328,148.1,275.449,372.889,114.1,573.156,63.44,112.133,267.628,45.2,341.433,539.4,581.767,280.661,292.761,456.333,613.867,327.428
2936.5,17.508,128.375,289.394,456.97,515.511,313.328,424.444,342.461,282.228,112.408,408.622,364.811,117.642,514.278,60.501,55.608,340.594,20.642,330.275,536.578,571.811,330.261,389.861,454.144,522.811,365.461
2945.9,43.7,197.867,330.217,494.293,674.933,406.883,496.289,407.05,317.383,157.0,459.601,412.567,155.5,638.4,63.117,112.467,395.65,78.7,370.333,673.422,707.956,374.883,474.95,543.456,698.656,360.617
2955.2,32.758,176.825,400.872,546.323,789.844,489.406,658.833,452.139,386.106,142.492,650.465,500.511,164.258,776.511,59.986,103.458,548.639,36.558,454.025,844.567,950.767,478.106,688.606,754.333,737.2,445.472
2964.5,-0.6,150.767,543.861,620.777,1189.611,767.528,1042.267,701.594,523.861,182.4,1008.089,694.144,186.8,1047.111,78.27,108.533,851.061,-1.2,540.467,1342.767,1537.633,741.628,1100.961,1158.567,999.9,649.761
2973.8,27.583,243.25,862.883,731.655,1964.433,1435.017,1773.344,1140.983,783.917,266.217,2054.761,1035.7,214.35,1653.433,80.128,91.95,1767.317,-0.017,729.883,2511.811,3061.978,1269.05,2276.483,2135.478,1602.744,1035.817
2983.1,97.708,316.242,1307.65,891.745,2792.589,2423.517,2632.344,1712.783,1091.883,316.175,3793.399,1348.356,265.908,2281.289,105.717,178.775,3026.25,47.508,960.108,3951.544,5030.678,2007.583,3985.217,3274.178,2414.978,1554.35
2992.4,21.342,394.875,1326.378,1087.895,2676.889,2346.844,2466.8,1750.278,1208.478,373.208,4038.991,1510.656,352.542,2264.656,125.618,157.875,2980.144,51.408,1120.708,3485.2,4410.867,1962.444,3828.544,2888.067,2317.133,1647.444
3001.7,58.908,477.742,1234.228,1317.852,2257.956,1531.061,1871.633,1417.328,1274.761,425.308,2428.349,1574.489,453.408,2082.956,137.238,229.442,1782.294,22.442,1480.375,2271.3,2547.233,1467.961,2243.894,2016.3,1904.633,1306.161
3010.9,117.858,652.925,1425.7,1791.858,2563.456,1205.3,2048.356,1459.633,1668.333,666.092,1302.133,2170.989,579.225,2612.222,144.353,350.692,1273.967,89.258,2170.158,2037.622,1777.889,1485.333,1401.133,1920.622,2209.356,1376.533
3020.2,136.625,1065.325,2118.733,2714.63,3558.011,1431.667,2751.6,2127.733,2626.333,1030.425,961.562,3267.811,927.592,3815.978,257.969,499.958,1244.4,37.458,3425.225,2438.533,1711.267,1891.633,1247.733,2520.1,3017.4,1869.4
3029.4,249.333,1518.033,2608.45,3482.589,4236.422,1700.083,3268.411,2649.05,3198.283,1554.133,894.651,3930.456,1408.4,4576.322,342.043,827.133,1363.283,71.333,4395.333,2866.811,1737.811,2396.883,1282.317,2975.111,3809.644,2389.417
3038.6,275.408,1689.842,2508.2,3437.097,4180.322,1687.167,3227.611,2578.467,3079.533,1702.908,870.81,3701.722,1547.542,4406.656,354.288,935.842,1406.733,127.942,4347.542,2838.444,1911.311,2384.367,1379.667,2997.378,3819.078,2470.433
3047.8,228.525,1509.858,2230.25,2912.152,3634.967,1585.65,2897.178,2306.583,2603.75,1487.725,1078.596,3152.033,1376.425,3820.267,298.673,825.792,1446.683,103.225,3649.258,2657.811,1953.311,2103.517,1456.317,2706.311,3357.878,2203.85
3057.0,242.183,1357.083,2103.689,2623.738,3604.233,1711.222,2957.433,2254.589,2428.056,1357.883,1348.118,3075.2,1232.25,3730.433,271.115,713.383,1595.189,94.717,3312.217,2853.933,2326.2,2063.756,1739.822,2770.7,3454.967,2220.122
3066.1,266.6,1543.767,2597.544,3216.31,4793.878,2085.011,3806.322,2759.744,3091.444,1488.2,1638.03,4040.178,1374.633,4976.944,318.743,816.333,1930.311,108.367,4194.733,3597.689,2905.056,2604.644,2162.978,3549.456,4294.656,2636.744
