Raman Shift (cm-1),EM5_a,EM6_a,Methanol,E60_a,E5_a,E50_a,E30_a,EM1_a,EM8_a,E90_a,Ethanol,EM3_a,E40_a,E20_a,EM2_a,EM9_a,EMX
633.9,0.04786756542948265,0.050670202452536256,0.016402154374096777,0.019486545509375352,0.04548820119541402,0.01205455774122107,0.01005593201754964,0.04075187128445074,0.05434631045732557,0.01593868923805284,0.034407298394867496,0.04510267249034803,0.02579909608465024,0.02484584452208058,0.04741968123494888,0.050653797428933126,0.06562027257081844
647.1,0.059904917253055884,0.057957459562682716,0.019767254091504736,0.039654432721792865,0.02635200381354746,0.036039987970379765,0.027439789299834955,0.06288177617223771,0.055762356698216164,0.03806936184510507,0.05837762854318166,0.059443056740499545,0.04690118395740475,0.036182207506728965,0.06550281876185982,0.05047796556973049,0.07610534922851164
660.3,0.06102263540989861,0.06218464863402615,0.020941664503229804,0.048095384813573526,0.05219276090587002,0.041264908078034526,0.037014197934198294,0.06326552251263304,0.06014241991163913,0.0427357573931059,0.0638638168559951,0.06070613675968139,0.053147664023217106,0.04736370265282587,0.06626013334853305,0.054133467456574706,0.0790822523944558
673.4,0.054653182156824374,0.059295875423725976,0.01824757971301389,0.02888652799511145,0.03909869711591173,0.025278207666400924,0.02114619394139299,0.04908131019854106,0.06324756293400732,0.0233280067909219,0.04795371999151577,0.05245318785103094,0.036248099512095365,0.03699942273967486,0.055409114801852295,0.05915642100617462,0.07633352138568696
686.6,0.052551976162676685,0.05606913767461772,0.020912819503622008,0.016128657714448307,0.03434570463931339,0.010032884959033078,0.013814684633389,0.03770572252724522,0.062339572096373044,0.009934318976765878,0.033263544904899835,0.04393373525064067,0.024832239845762424,0.0250127167552586,0.04867691459750203,0.05925963493272899,0.07360029283931328
699.7,0.050527607960157796,0.05449368946571423,0.01877685529375726,0.010632997664324009,0.005535941137478537,0.0025418593082051377,0.012732762299492228,0.03544421053184387,0.06118092246690188,0.0055295883919340375,0.027504210578107542,0.04325934255223997,0.016024303210399535,0.010780440065132192,0.04546155992925681,0.058644420735031386,0.08025946628766015
712.8,0.047814663569645165,0.051941561713211105,0.021582982276353583,0.00855563450314276,0.01327552029654088,0.0050076449892559735,0.007274302884154155,0.03337596715681878,0.0589409612427622,0.006282380632317611,0.023154633080333824,0.04016938958064187,0.015354340515637941,0.016465386017398224,0.043209458909741864,0.05717015600341237,0.07708767482183368
725.9,0.04933556681895278,0.054311804526150635,0.020529382791018454,0.007130046686479523,0.0,0.0026790716367686303,0.0049194939100317015,0.032420737731535136,0.060769129092750604,0.0012142232756527907,0.022833944626542424,0.040311268957243046,0.01686081817099519,0.008313239066179874,0.0444501005981093,0.05900512815362688,0.07197584598838414
738.9,0.04791548226550092,0.050720001119680856,0.021702611949627446,0.0007155927020394242,0.017471138166357748,0.0,0.0,0.032616249008333986,0.06046779809502048,0.0,0.02211450212365696,0.03990292386926577,0.008425067409052986,0.0,0.04250401207551136,0.05788278595177428,0.06888261194437871
751.9,0.04490165347822778,0.052784656836328,0.02222736963949342,0.0014893408298875359,0.011677286202974422,0.0,0.0,0.028609887177214275,0.06006102698477956,0.0,0.019829059951546286,0.03559211642158622,0.0,0.0072825644563859065,0.04101217778557683,0.05779352657191179,0.06673150957036124
764.9,0.04817994614728861,0.05188653673031832,0.020137669205291957,0.0002701213647605409,0.02505445024642514,0.0,0.0,0.02778921816351615,0.06098563912351853,0.0,0.01942863184850355,0.03647767488252677,0.010054390558150937,0.013696225293162488,0.04067335553473662,0.058493025810902134,0.06817948673671531
777.9,0.04567057026057262,0.05145161391297605,0.022070130951332655,0.0,0.0,0.0,0.0,0.026667881386631762,0.06012222180907817,0.0,0.018391290966741095,0.03578975176333161,0.008879493871506688,0.0,0.039083951501553846,0.06069407918070058,0.06519696466014804
790.8,0.046160068742184514,0.05276659193297941,0.02304945716522777,0.0,0.060891886990737734,0.0,0.0,0.027062143375047917,0.062258587927624835,0.0,0.018779833407214726,0.03760309425479284,0.006549656737093252,0.0,0.04004350563383676,0.059989244720275385,0.06702348060502443
